BiGG	formula	charge
minohp	C6H6O24P6	-12.0
mlthf	C20H21N7O6	-2.0
mm	C4H4O4	-2.0
mma	CH6N	1.0
mmal	C4H4O4	-2.0
mmcoa__R	C25H35N7O19P3S	-5.0
mmcoa__S	C25H35N7O19P3S	-5.0
mmet	C6H14NO2S	0.0
mmtsa	C4H5O3	-1.0
mn	C14H25NO11	0.0
mn2	Mn	2.0
mn4	Mn	4.0
mndn	C11H8O2	0.0
mnl	C6H14O6	0.0
mnl1p	C6H13O9P	-2.0
mobd	MoO4	-2.0
mocdca	C19H38O2	0.0
moco	C10H10MoN5O8PS2	-2.0
mococdp	C19H22MoN8O15P2S2	-2.0
mpdol	C47H80N2O22P2	-2.0
mpdol_U	C47H80N2O22P2	-2.0
mpt	C10H11N5O6PS2	-3.0
mptamp	C20H23N10O12P2S2	-3.0
mql6	C41H58O2	0.0
mql7	C46H66O2	0.0
mql8	C51H74O2	0.0
mqn10	C61H88O2	0.0
mqn11	C66H96O2	0.0
mqn7	C46H64O2	0.0
mqn8	C51H72O2	0.0
mqn9	C56H80O2	0.0
msa	C3H3O3	-1.0
msh	C17H30N2O12S	0.0
mso3	CH3O3S	-1.0
mthgxl	C3H4O2	0.0
mththf	C5H10O5	0.0
murein3p3p	C68H104N12O38	-4.0
murein3px3p	C68H106N12O37	0.0
murein3px4p	C71H107N13O38	-4.0
murein4p3p	C71H109N13O39	-4.0
murein4p4p	C74H114N14O40	-4.0
murein4px4p	C74H111N14O39	-5.0
murein4px4p4p	C111H169N21O59	-6.0
murein4px4px4p	C111H167N21O58	-6.0
murein5p3p	C74H114N14O40	-4.0
murein5p4p	C77H119N15O41	-4.0
murein5p5p	C80H124N16O42	-4.0
murein5p5p5p	C120H186N24O63	-6.0
murein5px3p	C74H112N14O39	-4.0
murein5px4p	C77H121N15O40	0.0
murein5px4px4p	C114H178N22O59	0.0
mvlac	C6H10O3	0.0
myrsACP	C14H27OS*	0.0
n2o	H2N2O	0.0
n2ppn	C3H7NO2	0.0
n4abutn	C6H11NO2	0.0
n6all26d	C9H15N2O5	-1.0
n8aspmd	C9H23N3O	2.0
na1	Na	1.0
na15dap	C8H24N3	3.0
nac	C6H4NO2	-1.0
nacvanala	C12H15NO5	0.0
nad	C21H26N7O14P2	-1.0
nadh	C21H27N7O14P2	-2.0
nadp	C21H25N7O17P3	-3.0
nadph	C21H26N7O17P3	-4.0
naglc2p_U	C33H57NO12P2	-2.0
nal2a6o	C9H11NO6	-2.0
napqi	C8H7NO2	0.0
ncam	C6H6N2O	0.0
ndersv	C42H50CaF2N6O12S2	0.0
nfd	C17H18N2O6	0.0
nfmalm	C5H4NO4	-1.0
nformanth	C8H6NO3	-1.0
nh4	H4N	1.0
nh4oh	H5NO	0.0
ni2	Ni	2.0
nicnt	C6H4NO2	-1.0
nicrns	C11H13NO6	0.0
nicrnt	C11H12NO9P	-2.0
nifedipine	C19H28O2	0.0
nmn	C11H14N2O8P	-1.0
nmptrc	C5H16N2	2.0
nmthsrtn	C11H14N2O	0.0
no	NO	0.0
no2	NO2	-1.0
no3	NO3	-1.0
nona	C9H17O2	-1.0
nonal	C9H18O	0.0
noncoa	C30H48N7O17P3S	-4.0
nop	C11H19N4O6	-1.0
novbcn	C31H35N2O11	-1.0
npthl	C10H8	0.0
npthld	C10H8O2	0.0
nrpphr	C8H12NO3	1.0
nrpphrsf	C8H11NO6S	0.0
nrvnc	C24H45O2	-1.0
nrvnccoa	C45H76N7O17P3S	-4.0
nrvnccrn	C31H59NO4	0.0
ntm2amep	C5H15NO3P	1.0
nwharg	C6H14N4O3	0.0
o16a2und	C123H200N2O57P2	-2.0
o16a3und	C157H255N3O82P2	-2.0
o16a4colipa	C298H502N6O189P4	-10.0
o16a4und	C191H310N4O107P2	-2.0
o16aund	C89H145NO32P2	-2.0
o2	O2	0.0
o2s	O2	-1.0
oaa	C4H2O5	-2.0
oagd3_cho	C55H92N3O30*	0.0
oagd3_hs	C56H95N3O30	0.0
oc2coa	C29H45N7O17P3S	-3.0
ocACP	C19H35N2O8PS*	-1.0
occoa	C29H46N7O17P3S	-4.0
ocdca	C18H35O2	-1.0
ocdcaACP	C29H55N2O8PS*	-1.0
ocdcal	C18H36O	0.0
ocdcea	C18H33O2	-1.0
ocdcya	C18H31O2	-1.0
ocde9ecoa	C39H64N7O17P3S	-4.0
ocdececrn	C25H47NO4	0.0
octa	C8H15O2	-1.0
octal	C8H16O	0.0
octd11ecoa	C39H64N7O17P3S	-4.0
octdececoa	C39H64N7O17P3S	-4.0
octdececrn	C25H47NO4	0.0
octdp	C40H65O7P2	-3.0
octe5coa	C29H44N7O17P3S	-4.0
octeACP	C402H635O143N96P1S3	0.0
octp	C9H18N4O4	0.0
od2coa	C39H64N7O17P3S	-4.0
odecoa	C39H64N7O17P3S	-4.0
odecrn	C25H47NO4	0.0
oh1	H	-1.0
ohpb	C4H4O8P	-3.0
oleth	C20H39NO2	0.0
omaenol	C7H6O7	0.0
omeprazole	C17H19N3O3S	0.0
omhdecacid	C10H19O3	-1.0
omhdocosac	C22H43O3	-1.0
omppp9	C35H31MgN4O5	-1.0
onpthl	C10H8O	0.0
op4en	C5H6O3	0.0
oretn	C20H25O3	-1.0
orn	C5H13N2O2	1.0
orn__D	C5H13N2O2	1.0
orn__L	C5H13N2O2	1.0
orot	C5H3N2O4	-1.0
orot5p	C10H10N2O11P	-3.0
oxa	C2O4	-2.0
oxadpcoa	C27H37N7O20P3S	-5.0
oxag	C7H8O7	0.0
oxalcoa	C23H31N7O19P3S	-5.0
oxam	C2H2NO3	-1.0
oxglyc	C4H2O6	-2.0
oxptn	C5H7O3	-1.0
oxur	C3H3N2O4	-1.0
oxy1rb	C10H12N4O7	0.0
oxy7rb	C10H12N4O7	0.0
oxyp	C5H4N4O2	0.0
p_tol	C8H7O2	-1.0
p_xyl	C8H10	0.0
pa120	C27H52O8P	-1.0
pa140	C31H61O8P	0.0
pa141	C31H56O8P	-1.0
pa160	C35H67O8P	-2.0
pa161	C35H64O8P	-1.0
pa180	C39H76O8P	-1.0
pa181	C39H72O8P	-1.0
pa_hs	C5H5O8P*	-2.0
pac	C8H7O2	-1.0
pacald	C8H8O	0.0
pad	C8H9NO	0.0
paf_hs	C10H21NO7P*	0.0
pail345p_hs	C11H13O22P4*	-7.0
pail34p_hs	C11H14O19P3*	-5.0
pail35p_hs	C11H14O19P3*	-5.0
pail3p_hs	C11H15O16P2*	-3.0
pail45p_hs	C11H14O19P3*	-5.0
pail4p_hs	C11H15O16P2*	-3.0
pail5p_hs	C11H15O16P2*	-3.0
pail_hs	C47H81O13P	0.0
pailar_hs	C29H49O12P	0.0
pailpalm_hs	C25H48O12P	-1.0
pailste_hs	C27H52O12P	-1.0
pala	C12H22O11	0.0
palmACP	C16H31OS*	0.0
pan4p	C11H21N2O7PS	-2.0
pant__R	C6H11O4	-1.0
pap	C10H11N5O10P2	-4.0
paps	C10H11N5O13P2S	-4.0
pchol2linl_hs	C27H53NO7P	1.0
pchol2ole_hs	C26H53NO7P	1.0
pchol2palm_hs	C23H48NO7P	0.0
pchol2ste_hs	C26H55NO7P	0.0
pchol_hs	C10H19NO8P*	1.0
pcholar_hs	C28H50NO7P	0.0
pcholdoc_hs	C34H59NO7P	1.0
pcholeic_hs	C28H55NO7P	1.0
pcholet_hs	C28H53NO7P	1.0
pcholhep_hs	C25H52NO7P	0.0
pchollinl_hs	C26H50NO7P	0.0
pcholmyr_hs	C22H46NO7P	0.0
pcholn15_hs	C23H48NO7P	0.0
pcholn1836_hs	C26H49NO7P	1.0
pcholn183_hs	C26H49NO7P	1.0
pcholn19_hs	C27H56NO7P	0.0
pcholn201_hs	C28H57NO7P	1.0
pcholn203_hs	C28H52NO7P	0.0
pcholn204_hs	C28H50NO7P	0.0
pcholn205_hs	C28H49NO7P	1.0
pcholn224_hs	C30H55NO7P	1.0
pcholn2254_hs	C30H53NO7P	1.0
pcholn225_hs	C30H53NO7P	1.0
pcholn226_hs	C30H51NO7P	1.0
pcholn24_hs	C32H66NO7P	0.0
pcholn261_hs	C34H69NO7P	1.0
pcholn281_hs	C36H73NO7P	1.0
pcholn28_hs	C36H74NO7P	0.0
pcholole_hs	C26H52NO7P	0.0
pcholpalm_hs	C24H50NO7P	0.0
pcholpalme_hs	C24H48NO7P	0.0
pcholste_hs	C26H54NO7P	0.0
pcollg5hlys	C6H15N2O3	1.0
pcollglys	C7H13N3O2*	0.0
pcreat	C4H8N3O5P	-2.0
pcresol	C7H8O	0.0
pcrn	C10H19NO4	0.0
pcs	C7H8O4S	0.0
pd3	C27H44O	0.0
pdx5p	C8H10NO6P	-2.0
pe120	C29H58NO8P	0.0
pe12_hs	C17H36NO7P	0.0
pe13_hs	C18H38NO7P	0.0
pe140	C33H66NO8P	0.0
pe141	C33H62NO8P	0.0
pe14_hs	C19H40NO7P	0.0
pe15_hs	C20H42NO7P	0.0
pe160	C37H74NO8P	0.0
pe161	C37H70NO8P	0.0
pe161_hs	C21H42NO7P	0.0
pe17_hs	C22H46NO7P	0.0
pe180	C41H82NO8P	0.0
pe181	C41H78NO8P	0.0
pe18111Z1819Z	C41H78NO8P	0.0
pe18111Z1829Z12Z	C41H76NO8P	0.0
pe203_hs	C25H46NO7P	0.0
pe224_hs	C27H48NO7P	0.0
pe2linl_hs	C23H44NO7P	0.0
pe_hs	C7H12NO8P*	0.0
peamn	C8H12N	1.0
pear_hs	C25H44NO7P	0.0
pecgon	C9H15NO3	0.0
pecgoncoa	C30H49N8O18P3S	0.0
pect	C2535H3509O2535	-1.0
pedh203_hs	C25H46NO7P	0.0
pelinl_hs	C23H44NO7P	0.0
pencil	C9H10N2O4S*	-1.0
pendecaeth	C17H35NO2	0.0
peng	C16H17N2O4S	-1.0
pentcoa	C26H40N7O17P3S	-4.0
pentso3	C5H11O3S	-1.0
peole_hs	C23H46NO7P	0.0
pep	C3H2O6P	-3.0
pepalm_hs	C21H44NO7P	0.0
peplys	C7H13N3O2*	0.0
peracd	C10H13O2	-1.0
perillyl	C10H16O	0.0
peste_hs	C23H48NO7P	0.0
pg120	C30H59O10P	0.0
pg140	C34H66O10P	-1.0
pg141	C34H62O10P	-1.0
pg160	C38H75O10P	0.0
pg161	C38H70O10P	-1.0
pg180	C42H83O10P	0.0
pg181	C42H78O10P	-1.0
pglyc_hs	C8H12O10P*	-1.0
pgp120	C30H58O13P2	-2.0
pgp140	C34H66O13P2	-2.0
pgp141	C34H62O13P2	-2.0
pgp160	C38H74O13P2	-2.0
pgp161	C38H70O13P2	-2.0
pgp180	C42H82O13P2	-2.0
pgp181	C42H78O13P2	-2.0
pgp_hs	C8H11O13P2*	-3.0
phaccoa	C29H38N7O17P3S	-4.0
phacgly	C10H10NO3	-1.0
phcrm_hs	C19H38NO4*	0.0
phe__L	C9H11NO2	0.0
pheac	C10H12O2	0.0
pheacgln	C13H15N2O4	-1.0
pheacgly	C10H10NO3	-1.0
pheasnmet	C18H26N4O5S	0.0
pheasp	C13H15N2O5	-1.0
pheglnphe	C23H28N4O5	0.0
pheleu	C15H22N2O3	0.0
pheleuasp	C19H26N3O6	-1.0
pheleuhis	C21H29N5O4	0.0
phelysala	C18H29N4O4	1.0
phelyspro	C20H31N4O4	1.0
pheme	C34H30FeN4O4	-2.0
phenol	C6H6O	0.0
phephe	C18H20N2O3	0.0
phepheasn	C22H26N4O5	0.0
phephethr	C22H27N3O5	0.0
pheproarg	C20H31N6O4	1.0
phesertrp	C23H26N4O5	0.0
phethrlys	C19H31N4O5	1.0
phetrna	C19H21N6O4*	0.0
phetrpleu	C26H32N4O4	0.0
phetyr	C18H20N2O4	0.0
phetyrgln	C23H28N4O6	0.0
phetyrlys	C24H33N4O5	1.0
phhlipa	C124H219N2O54P3	-8.0
phlac	C9H9O3	-1.0
phom	C4H8NO6P	-2.0
photon	H*	0.0
phphhlipa	C131H230N2O63P4	-10.0
phphtna	C55H74N4O5	0.0
phpyr	C9H7O3	-1.0
phsph1p	C18H39NO6P	-1.0
phsphings	C18H40NO3	1.0
phthr	C4H8NO7P	-2.0
phyt	C20H39O2	-1.0
phyt2ohcoa	C41H74N7O18P3S	0.0
phytcoa	C41H74N7O17P3S	0.0
phyto	C40H64	0.0
phytoe	C40H64	0.0
phytol	C20H40O	0.0
pi	HO4P	-2.0
pimACP	C28H41N7O19P3S	-5.0
pime	C7H10O4	-2.0
pmcoa	C28H41N7O19P3S	-5.0
pmeth	C18H37NO2	0.0
pmtcoa	C37H62N7O17P3S	-4.0
pmtcrn	C23H45NO4	0.0
pnto__R	C9H16NO5	-1.0
poaac	C3H5NO3	0.0
ppa	C3H5O2	-1.0
ppal	C3H6O	0.0
ppap	C3H5O5P	-2.0
ppbng	C10H13N2O4	-1.0
ppcoa	C24H36N7O17P3S	-4.0
ppgpp	C10H12N5O17P4	-5.0
pphn	C10H10O6	0.0
pphos	C6H7O4P	0.0
ppi	HO7P2	-3.0
ppiogly	C5H9NO3	0.0
ppmi12346p	C6H6O27P7	-13.0
ppmi1346p	C6H20O30P8	0.0
ppoh	C3H8O	0.0
ppp9	C34H32N4O4	-2.0
pppg9	C34H38N4O4	-2.0
pppi	O10P3	-5.0
pppn	C9H9O2	-1.0
pprdn	C5H10N	1.0
ppt	HO3P	-2.0
pqq	C14H3N2O8	-3.0
pqqh2	C14H4N2O8	-4.0
pram	C5H11NO7P	-1.0
pran	C12H13NO9P	-3.0
prbamp	C15H22N5O14P2	-1.0
prbatp	C15H22N5O20P4	-3.0
pre3a	C43H43N4O16	-7.0
pre3b	C43H44N4O17	-6.0
pre4	C44H44N4O17	-8.0
pre6a	C44H47N4O16	-7.0
preq0	C7H5N5O	0.0
preq1	C7H10N5O	1.0
prfp	C15H21N5O15P2	-4.0
prgnlone	C21H32O2	0.0
prgnlones	C21H31O5S	-1.0
prgstrn	C21H30O2	0.0
prist	C19H37O2	-1.0
pristanal	C19H38O	0.0
pristcoa	C40H68N7O17P3S	-4.0
prlp	C15H21N5O15P2	-4.0
pro__L	C5H9NO2	0.0
proargasp	C15H26N6O6	0.0
proargcys	C14H27N6O4S	1.0
proasncys	C12H20N4O5S	0.0
procys	C8H14N2O3S	0.0
profvs	C18H16FNNaO2	1.0
profvscoa	C37H47FN8NaO17P3S	0.0
proglnpro	C15H24N4O5	0.0
proglulys	C16H28N4O6	0.0
progly	C7H12N2O3	0.0
prohis	C11H16N4O3	0.0
prohistyr	C20H25N5O5	0.0
prolb	C7H13NO2	0.0
proleuarg	C17H33N6O4	1.0
prolyspro	C16H29N4O4	1.0
prophe	C14H18N2O3	0.0
proproarg	C16H29N6O4	1.0
propropro	C15H23N3O4	0.0
prostg1	C20H31O5	-1.0
prostgd2	C20H31O5	-1.0
prostge1	C20H33O5	-1.0
prostge2	C20H31O5	-1.0
prostgf2	C20H33O5	-1.0
prostgh2	C20H31O5	-1.0
prostgi2	C20H31O5	-1.0
protrna	C15H20N6O4*	1.0
protrplys	C22H32N5O4	1.0
protrpthr	C20H26N4O5	0.0
provalgln	C15H26N4O5	0.0
prpncoa	C24H34N7O17P3S	-4.0
prpp	C5H8O14P3	-5.0
ps120	C30H56NO10P	-2.0
ps140	C34H64NO10P	-2.0
ps141	C34H60NO10P	-2.0
ps160	C38H72NO10P	-2.0
ps161	C38H68NO10P	-2.0
ps180	C42H80NO10P	-2.0
ps181	C42H76NO10P	-2.0
ps_cho	C8H11NO10P*	-1.0
ps_hs	C8H11NO10P*	-1.0
psclys	C12H25N2O7	1.0
psd5p	C9H11N2O9P	-2.0
pser__D	C3H6NO6P	-2.0
pser__L	C3H6NO6P	-2.0
psphings	C18H40NO3	1.0
pta	C5H9O2	-1.0
ptcys	C12H21N2O6S	-1.0
ptdca	C15H29O2	-1.0
ptdcacoa	C36H60N7O17P3S	-4.0
ptdcacrn	C22H43NO4	0.0
ptdcal	C15H30O	0.0
ptp	C18H14	0.0
ptrc	C4H14N2	2.0
ptth	C11H22N2O4S	0.0
ptvst	C50H46CaF2N2O8	0.0
ptvstgluc	C62H62CaF2N2O20	0.0
ptvstlac	C50H42CaF2N2O6	0.0
ptvstm13	C50H46CaF2N2O10	0.0
ptvstm3	C50H42CaF2N2O8	0.0
purine	C5H4N4	0.0
pvs	C23H35NaO7	0.0
pvsgluc	C29H43NaO13	0.0
pyam5p	C8H12N2O5P	-1.0
pydam	C8H13N2O2	1.0
pydx	C8H9NO3	0.0
pydx5p	C8H8NO6P	-2.0
pydxn	C8H11NO3	0.0
pylald	C10H14O	0.0
pyr	C3H3O3	-1.0
pyrimid	C4H4N2	0.0
q10	C59H90O4	0.0
q10h2	C59H92O4	0.0
q6h2	C39H60O4	0.0
q8	C49H74O4	0.0
q8h2	C49H76O4	0.0
quc	C15H9O7	-1.0
quin	C7H11O6	-1.0
quln	C7H3NO4	-2.0
r15bp	C5H8O11P2	-4.0
r1p	C5H9O8P	-2.0
r5p	C5H11O8P	0.0
ragund	C69H113NO16P2	-2.0
rb15bp	C5H8O11P2	-4.0
rbflvrd	C17H22N4O6	0.0
rbt	C5H12O5	0.0
rbt5p	C5H12O8P	-1.0
rdmbzi	C14H18N2O4	0.0
rephaccoa	C29H38N7O18P3S	-4.0
retinal	C20H28O	0.0
retinal_11_cis	C20H28O	0.0
retinal_cis_13	C20H28O	0.0
retinal_cis_9	C20H28O	0.0
retinol	C20H30O	0.0
retinol_9_cis	C20H30O	0.0
retinol_cis_11	C20H30O	0.0
retinol_cis_13	C20H30O	0.0
retn	C20H27O2	-1.0
retncoa	C41H58N7O17P3S	-4.0
retnglc	C26H35O8	-1.0
retpalm	C36H60O2	0.0
rhcys	C9H17NO6S	0.0
rib__D	C5H10O5	0.0
ribflv	C17H19N4O6	-1.0
ribflvRD	C17H21N4O9P	-2.0
rml	C6H12O5	0.0
rml1p	C6H13O8P	0.0
rmn	C6H12O5	0.0
rnam	C11H15N2O5	1.0
rsv	C44H54CaF2N6O12S2	0.0
rsvgluc	C56H70CaF2N6O24S2	0.0
rsvlac	C44H52CaF2N6O10S2	2.0
ru5p__D	C5H9O8P	-2.0
ru5p__L	C5H9O8P	-2.0
s	S	0.0
s3meacmp	C8H9NO6S	0.0
s7p	C7H13O10P	-2.0
sT_antigen	C25H40N2O18*	-1.0
sTn_antigen	C22H33N3O15*	-1.0
saccrp__L	C11H19N2O6	-1.0
salcn	C13H18O7	0.0
salcn6p	C13H17O10P	-2.0
sarcs	C3H7NO2	0.0
sbcoa	C29H43N7O19P3S	-5.0
sbt6p	C6H15O9P	0.0
sbt__D	C6H14O6	0.0
sbt__L	C6H14O6	0.0
sbzcoa	C32H40N7O20P3S	-4.0
scl	C42H38N4O16	-8.0
seahcys	C14H20N6O5Se	0.0
seasmet	C15H23N6O5Se	1.0
sebacid	C10H16O4	-2.0
sebcoa	C31H47N7O19P3S	-5.0
sec	C5H10NO5S2	-1.0
sectrna	C18H30NO17P2Se*	0.0
sel	O4Se	-2.0
selcys	C3H7NO2Se	0.0
selcyst	C7H14N2O4Se	0.0
selhcys	C4H9NO2Se	0.0
selmeth	C5H11NO2Se	0.0
seln	HSe	-1.0
selnp	O3PSe	-3.0
ser__D	C3H7NO3	0.0
ser__L	C3H7NO3	0.0
seramp	C13H20N6O9P	0.0
serargala	C12H25N6O5	1.0
serargtrp	C20H30N7O5	1.0
sercysarg	C12H25N6O5S	1.0
serglyglu	C10H16N3O7	-1.0
serlyshis	C15H27N6O5	1.0
serphelys	C18H29N4O5	1.0
sertrna	C13H17N6O5*	0.0
sertrna_sec	C18H28NO18P2*	-2.0
sertrphis	C20H24N6O5	0.0
sheme	C42H36FeN4O16	-8.0
simvgluc	C31H48O12	0.0
skm	C7H9O5	-1.0
skm5p	C7H8O8P	-3.0
sl1	C148H286O20S	0.0
sl26da	C11H16N2O7	-2.0
sl2a6o	C11H12NO8	-3.0
sl__L	C3H4O6S	-2.0
slfcys	C3H6NO5S2	-1.0
slnt	O3Se	-2.0
smv	C25H38O5	0.0
smvacid	C25H40O6	0.0
so2	O2S	0.0
so3	O3S	-2.0
so4	O4S	-2.0
spc_hs	C23H50N2O5P	1.0
sph1p	C18H39NO5P	-1.0
sphgn	C18H40NO2	1.0
sphings	C18H37NO2	0.0
sphmyln180241_hs	C47H96N2O6P	1.0
sphmyln18114_hs	C37H76N2O6P	1.0
sphmyln18115_hs	C38H78N2O6P	1.0
sphmyln181161_hs	C39H78N2O6P	1.0
sphmyln18116_hs	C39H80N2O6P	1.0
sphmyln18117_hs	C40H82N2O6P	1.0
sphmyln181181_hs	C41H82N2O6P	1.0
sphmyln18118_hs	C41H84N2O6P	1.0
sphmyln181201_hs	C43H86N2O6P	1.0
sphmyln18120_hs	C43H88N2O6P	1.0
sphmyln18121_hs	C44H90N2O6P	1.0
sphmyln181221_hs	C45H90N2O6P	1.0
sphmyln18122_hs	C45H92N2O6P	1.0
sphmyln18123_hs	C46H94N2O6P	1.0
sphmyln1824_hs	C47H98N2O6P	1.0
sphmyln1825_hs	C48H100N2O6P	1.0
sphmyln_hs	C28H60N3O6P	2.0
sphs1p	C18H37NO5P	-1.0
spmd	C7H22N3	3.0
sprm	C10H30N4	4.0
sql	C30H50	0.0
srch	C42H39N4O16	-7.0
srtn	C10H13N2O	1.0
ssaltpp	C16H22N4O10P2S	-3.0
stcoa	C39H66N7O17P3S	-4.0
stcrn	C25H49NO4	0.0
steeth	C20H41NO2	0.0
strch1	C66H112O56	0.0
strch2	C18H32O16	0.0
strdnc	C18H28O2	0.0
strdnccoa	C39H58N7O17P3S	-4.0
strdnccrn	C25H41NO4	0.0
subeac	C8H12O4	-2.0
subgly	C10H17NO5	0.0
suc6p	C12H22O14P	-1.0
sucacetat	C8H10O6	0.0
sucaceto	C7H10O4	0.0
sucald	C4H6O2	0.0
sucarg	C10H17N4O5	-1.0
sucbz	C11H8O5	-2.0
succ	C4H4O4	-2.0
succoa	C25H35N7O19P3S	-5.0
sucglu	C9H10NO7	-3.0
sucgsa	C9H11NO6	-2.0
suchms	C8H12NO6	-1.0
sucorn	C9H15N2O5	-1.0
sucr	C12H22O11	0.0
sucsal	C4H5O3	-1.0
sula	C2H2O5S	-2.0
sulfac	C2H2O5S	-2.0
sulpacmp	C8H9NO5S	0.0
t2m26dcoa	C31H50N7O17P3S	0.0
t3c5ddeceACP	C396H621O143N96P1S3	-1.0
t3c7mrseACP	C398H625O143N96P1S3	-1.0
tacr	C44H69NO12	0.0
tag16018111Z160	C53H100O6	0.0
tag1601819Z160	C53H100O6	0.0
tag1601819Z180	C55H104O6	0.0
tag1801819Z180	C57H108O6	0.0
tag18111Z18111Z18111Z	C57H104O6	0.0
tag18111Z1819Z18111Z	C57H104O6	0.0
tag1819Z18111Z1819Z	C57H104O6	0.0
tag1p__D	C6H13O9P	0.0
tag_hs	C6H5O6*	0.0
tagdp__D	C6H14O12P2	0.0
tagur	C6H10O7	0.0
tartr__D	C4H4O6	-2.0
tartr__L	C4H4O6	-2.0
tartr__M	C4H4O6	-2.0
taur	C2H7NO3S	0.0
taxol	C47H51NO14	0.0
tcb	C6H5O6	-3.0
tchola	C26H44NO7S	-1.0
tcynt	CNS	-1.0
td2coa	C35H57N7O17P3S	-3.0
td2glutrcoa	C26H35N7O19P3S	-5.0
tdchola	C26H45NO6S	0.0
tdcoa	C35H58N7O17P3S	-4.0
tddec2eACP	C12H21OS*	0.0
tddedi2coa	C33H50N7O17P3S	-4.0
tddedicoa	C33H54N7O17P3S	0.0
tdeACP	C25H45N2O8PS*	-1.0
tdec2eACP	C394H619O143N96P1S3	0.0
tdec4ecoa	C31H48N7O17P3S	-4.0
tdechola	C26H44NO6S	-1.0
tdecoa	C35H57N7O17P3S	-3.0
tdp	C10H13N2O12P2	-3.0
tega	C8H9FN2O3	0.0
tet	O6S4	-2.0
tetd7ecoa	C35H56N7O17P3S	-4.0
tetde5coa	C35H56N7O17P3S	-4.0
tetdec2crn	C21H37NO4	0.0
tetdeca511ac	C14H23O2	-1.0
tetdecaeth	C16H33NO2	0.0
tetdecdicoa	C35H54N7O17P3S	-4.0
tetdece1coa	C35H60N7O17P3S	0.0
tetdece1crn	C21H39NO4	0.0
tethex3	C24H35O2	-1.0
tethex3coa	C45H66N7O17P3S	-4.0
tetpent3	C24H37O2	-1.0
tetpent3coa	C45H68N7O17P3S	-4.0
tetpent3crn	C31H51NO4	0.0
tetpent6	C24H37O2	-1.0
tetpent6coa	C45H68N7O17P3S	-4.0
tetpent6crn	C31H51NO4	0.0
tettet6	C24H39O2	-1.0
tettet6coa	C45H70N7O17P3S	-4.0
tettet6crn	C31H53NO4	0.0
thbpt	C9H15N5O3	0.0
thbpt4acam	C9H15N5O4	0.0
thcholoylcoa	C48H76N7O20P3S	-4.0
thcholst	C27H46O4	0.0
thcholstoic	C27H45O5	-1.0
thcrm_hs	C37H66NO18*	0.0
thcys	C3H7NO2S2	0.0
thdp	C7H7NO4	-2.0
thex2eACP	C17H29N2O8PS*	-1.0
thexdd	C16H28O2	0.0
thexddcoa	C37H58N7O17P3S	-4.0
thf	C19H21N7O6	-2.0
thfglu	C24H30N8O9	0.0
thiog	C2H3O2S	-1.0
thm	C12H17N4OS	1.0
thmmp	C12H16N4O4PS	-1.0
thmnp	C9H15N5O4	0.0
thmpp	C12H16N4O7P2S	-2.0
thmtp	C12H16N4O10P3S	-3.0
thp2c	C6H8NO2	-1.0
thptn	C9H15N5O3	0.0
thr__L	C4H9NO3	0.0
thrargtyr	C19H31N6O6	1.0
thrasntyr	C17H24N4O7	0.0
thrglnglu	C14H23N4O8	-1.0
thrglntyr	C18H26N4O7	0.0
thrhishis	C16H23N7O5	0.0
thrilearg	C16H33N6O5	1.0
thrmetarg	C15H31N6O5S	1.0
thrnt	C4H7O5	-1.0
thrp	C4H8NO6P	-2.0
thrphearg	C19H31N6O5	1.0
thrserarg	C13H27N6O6	1.0
thrthrarg	C14H29N6O6	1.0
thrtrna	C14H19N6O5*	0.0
thrtyrmet	C18H27N3O6S	0.0
thsacmp	C9H11NO3S	0.0
thym	C5H6N2O2	0.0
thymd	C10H14N2O5	0.0
thyox__L	C15H11I4NO4	0.0
tiggly	C7H11NO3	0.0
tih2cit	C8H12O7	0.0
tlacfvs	C24H23FNNaO3	0.0
tma	C3H10N	1.0
tmacmp	C9H11NO2S	0.0
tmam	C3H10N	1.0
tmao	C3H9NO	0.0
tmd	C16H20N4O3S	0.0
tmdm1	C16H20N4O4S	0.0
tmdm3	C16H20N4O4S	0.0
tmdm5	C16H18N4O5S	0.0
tmlys	C9H21N2O2	1.0
tmndnc	C20H29O2	-1.0
tmndnccoa	C41H64N7O17P3S	0.0
tmndnccrn	C27H43NO4	0.0
tmp	C10H13N2O9P	-2.0
tmrs2eACP	C398H627O143N96P1S3	0.0
tmtrdcoa	C37H62N7O17P3S	-4.0
tmuncoa	C35H58N7O17P3S	-4.0
toct2eACP	C19H33N2O8PS*	-1.0
toctd2eACP	C18H33OS*	0.0
tol	C7H8	0.0
tolbutamide	C12H18N2O3S	0.0
tpalm2eACP	C16H29OS*	0.0
trdca	C13H26O2	0.0
trdcal	C13H26O	0.0
trdox	C6H8N2O2S2*	0.0
trdrd	C10H14N4O4S2*	0.0
tre	C12H22O11	0.0
tre6p	C12H21O14P	-2.0
tres	C12H21O14S	-1.0
tridcoa	C34H60N7O17P3S	0.0
trideceth	C15H31NO2	0.0
triodthy	C15H12I3NO4	0.0
triodthysuf	C15H12I3NO7S	0.0
tripvs	C23H37NaO9	0.0
trnaala	C28H34N11O21P3*	-3.0
trnaarg	C28H34N11O21P3*	-3.0
trnaasn	C28H34N11O21P3*	-3.0
trnaasp	C28H34N11O21P3*	-3.0
trnacys	C28H34N11O21P3*	-3.0
trnagln	C28H34N11O21P3*	-3.0
